statement,status
Lately I feel mentally clear and emotionally stable every single day.,Normal
It feels like I get panic attacks out of nowhere and it has been going on for a while.,Anxiety
I notice that I feel like the pressure is never going to let up every single day.,Stress
I notice that I feel like people always leave me and it is my fault and I wish I could change it.,Personality Disorder
Recently I feel a sense of purpose in what I am doing and it has been going on for a while.,Normal
I feel like I had a nice weekend spending time with my family lately.,Normal
Recently I worry about my health constantly and it has been going on for a while.,Anxiety
Honestly I feel like no one understands how deeply I feel things and it is exhausting.,Personality Disorder
Lately I feel like I am always behind no matter how hard I try and it is exhausting.,Stress
Recently I am making progress on my goals and feel encouraged every single day.,Normal
I think Work has been going well and I feel productive more than I would like to admit.,Normal
Today I spent too much money when I was feeling really good lately.,Bi-Polar
To be honest I started many projects when I was high but finished none lately.,Bi-Polar
I notice that I don't feel like talking to anyone and it is hard.,Depression
I am so stressed that I feel sick to my stomach every single day.,Stress
Recently I worry about my health constantly and I wish I could change it.,Anxiety
I think I feel okay and that is enough for today lately.,Normal
For a while now I feel like I need constant reassurance that people care and that worries me.,Personality Disorder
Recently I feel like I am constantly running but going nowhere more than I would like to admit.,Stress
Lately I have been very talkative and energetic for days now lately.,Bi-Polar
I think I feel content and grateful for my life and it is exhausting.,Normal
I notice that I feel like my moods shift without warning or reason more than I would like to admit.,Personality Disorder
Lately Simple tasks feel overwhelming because I overthink them and it has been going on for a while.,Anxiety
Most days I feel like I am failing to keep up with everything and it is exhausting.,Stress
Today I feel overwhelmed by sadness all the time and I do not know what to do.,Depression
I am overwhelmed by financial stress and do not know what to do every single day.,Stress
To be honest I had a nice conversation and feel uplifted and I do not know what to do.,Normal
I feel like I have no stable sense of self more than I would like to admit.,Personality Disorder
Today I feel supported by the people around me every single day.,Normal
Every day I feel like my life has no value and that worries me.,Suicidal
Today I feel completely alone even when surrounded by people lately.,Depression
I feel like I used to love going out but now I just stay home and I do not know what to do.,Depression
Often I feel like I can never relax or take a break and it is exhausting.,Anxiety
I feel like I feel on edge even when I am at home and it is exhausting.,Anxiety
Honestly I can't sleep because my mind won't stop and it has been going on for a while.,Anxiety
Every small thing feels like a huge problem right now every single day.,Stress
Most days I can't sleep because my mind won't stop and it is hard.,Anxiety
Today I feel completely alone even when surrounded by people and it is exhausting.,Depression
Lately Then I slept for 15 hours because I felt so depressed every single day.,Bi-Polar
I notice that I went to the gym and feel great,Normal
I feel like giving up even though I know I should not and I wish I could change it.,Depression
It feels like My mood is unpredictable and it affects everyone around me and I do not know what to do.,Bi-Polar
I think I feel like I am too intense for most people which is not normal for me.,Personality Disorder
